id,country,year,doy,long,lat,evi_sg
10000a,Romania,2015,113,26.02180361,45.3491038,0.585
10000a,Romania,2015,129,26.02180361,45.3491038,0.6197
10000a,Romania,2015,145,26.02180361,45.3491038,0.6431
10000a,Romania,2015,161,26.02180361,45.3491038,0.6641
10000a,Romania,2015,177,26.02180361,45.3491038,0.6174
10000a,Romania,2015,193,26.02180361,45.3491038,0.5989
10000a,Romania,2015,209,26.02180361,45.3491038,0.6157
10000a,Romania,2015,225,26.02180361,45.3491038,0.5125
10000a,Romania,2015,241,26.02180361,45.3491038,0.505
10000a,Romania,2015,257,26.02180361,45.3491038,0.4801
10000a,Romania,2015,273,26.02180361,45.3491038,0.4548
10000a,Romania,2015,289,26.02180361,45.3491038,0.2522
10000a,Romania,2015,305,26.02180361,45.3491038,0.2716
10000a,Romania,2015,321,26.02180361,45.3491038,0.266
10000a,Romania,2015,337,26.02180361,45.3491038,0.2156
10000a,Romania,2015,353,26.02180361,45.3491038,0.3287
10000a,Romania,2016,1,26.02180361,45.3491038,0.2962
10000a,Romania,2016,17,26.02180361,45.3491038,0.2817
10000a,Romania,2016,33,26.02180361,45.3491038,0.2672
10000a,Romania,2016,49,26.02180361,45.3491038,0.2974
10000a,Romania,2016,65,26.02180361,45.3491038,0.3276
10000a,Romania,2016,81,26.02180361,45.3491038,0.3578
10000a,Romania,2016,97,26.02180361,45.3491038,0.2591
10000a,Romania,2016,113,26.02180361,45.3491038,0.3476
10000a,Romania,2016,129,26.02180361,45.3491038,0.5813
10000a,Romania,2016,145,26.02180361,45.3491038,0.675
10000a,Romania,2016,161,26.02180361,45.3491038,0.5974
10000a,Romania,2016,177,26.02180361,45.3491038,0.5767
10000a,Romania,2016,193,26.02180361,45.3491038,0.7051
10000a,Romania,2016,209,26.02180361,45.3491038,0.5248
10000a,Romania,2016,225,26.02180361,45.3491038,0.5276
10000a,Romania,2016,241,26.02180361,45.3491038,0.4256
10000a,Romania,2016,257,26.02180361,45.3491038,0.4124
10000a,Romania,2016,273,26.02180361,45.3491038,0.3992
10000a,Romania,2016,289,26.02180361,45.3491038,0.352
10000a,Romania,2016,305,26.02180361,45.3491038,0.3581
10000a,Romania,2016,321,26.02180361,45.3491038,0.3073
10000a,Romania,2016,337,26.02180361,45.3491038,0.306
10000a,Romania,2016,353,26.02180361,45.3491038,0.3778
10000a,Romania,2017,1,26.02180361,45.3491038,0.1819
10000a,Romania,2017,17,26.02180361,45.3491038,0.1764
10000a,Romania,2017,33,26.02180361,45.3491038,0.2444
10000a,Romania,2017,49,26.02180361,45.3491038,0.2583
10000a,Romania,2017,65,26.02180361,45.3491038,0.3037
10000a,Romania,2017,81,26.02180361,45.3491038,0.321
10000a,Romania,2017,97,26.02180361,45.3491038,0.397
10000a,Romania,2017,113,26.02180361,45.3491038,0.4928
10000a,Romania,2017,129,26.02180361,45.3491038,0.5519
10000a,Romania,2017,145,26.02180361,45.3491038,0.6612
10000a,Romania,2017,161,26.02180361,45.3491038,0.6314
10000a,Romania,2017,177,26.02180361,45.3491038,0.6314
10000a,Romania,2017,193,26.02180361,45.3491038,0.5271
10000a,Romania,2017,209,26.02180361,45.3491038,0.5882
10000a,Romania,2017,225,26.02180361,45.3491038,0.5191
10000a,Romania,2017,241,26.02180361,45.3491038,0.4444
10000a,Romania,2017,257,26.02180361,45.3491038,0.4152
10000a,Romania,2017,273,26.02180361,45.3491038,0.3657
10000a,Romania,2017,289,26.02180361,45.3491038,0.2936
10000a,Romania,2017,305,26.02180361,45.3491038,0.3335
10000a,Romania,2017,321,26.02180361,45.3491038,0.2793
10000a,Romania,2017,337,26.02180361,45.3491038,0.045
10000a,Romania,2017,353,26.02180361,45.3491038,0.2325
10000a,Romania,2018,1,26.02180361,45.3491038,0.24965
10000a,Romania,2018,17,26.02180361,45.3491038,0.2668
10000a,Romania,2018,33,26.02180361,45.3491038,0.2025
10000a,Romania,2018,49,26.02180361,45.3491038,0.1382
10000a,Romania,2018,65,26.02180361,45.3491038,0.3086
10000a,Romania,2018,81,26.02180361,45.3491038,0.2792
10000a,Romania,2018,97,26.02180361,45.3491038,0.2745
10000a,Romania,2018,113,26.02180361,45.3491038,0.5162
10000a,Romania,2018,129,26.02180361,45.3491038,0.5901
10000a,Romania,2018,145,26.02180361,45.3491038,0.523
10000a,Romania,2018,161,26.02180361,45.3491038,0.7385
10000a,Romania,2018,177,26.02180361,45.3491038,0.6062
10000a,Romania,2018,193,26.02180361,45.3491038,0.5709
10000a,Romania,2018,209,26.02180361,45.3491038,0.5814
10000a,Romania,2018,225,26.02180361,45.3491038,0.5293
10000a,Romania,2018,241,26.02180361,45.3491038,0.56
10000a,Romania,2018,257,26.02180361,45.3491038,0.4773
10000a,Romania,2018,273,26.02180361,45.3491038,0.4061
10000a,Romania,2018,289,26.02180361,45.3491038,0.2898
10000a,Romania,2018,305,26.02180361,45.3491038,0.2307
10000a,Romania,2018,321,26.02180361,45.3491038,0.2819
10000a,Romania,2018,337,26.02180361,45.3491038,0.2658
10000a,Romania,2018,353,26.02180361,45.3491038,0.3658
10000a,Romania,2019,1,26.02180361,45.3491038,0.2137
10000a,Romania,2019,17,26.02180361,45.3491038,0.2359
10000a,Romania,2019,33,26.02180361,45.3491038,0.2038
10000a,Romania,2019,49,26.02180361,45.3491038,0.2306
10000a,Romania,2019,65,26.02180361,45.3491038,0.2363
10000a,Romania,2019,81,26.02180361,45.3491038,0.3449
10000a,Romania,2019,97,26.02180361,45.3491038,0.4043
10000a,Romania,2019,113,26.02180361,45.3491038,0.4491
10000a,Romania,2019,129,26.02180361,45.3491038,0.5946
10000a,Romania,2019,145,26.02180361,45.3491038,0.6578
10000a,Romania,2019,161,26.02180361,45.3491038,0.7217
10000a,Romania,2019,177,26.02180361,45.3491038,0.6193
10000a,Romania,2019,193,26.02180361,45.3491038,0.7014
10000a,Romania,2019,209,26.02180361,45.3491038,0.496
10000a,Romania,2019,225,26.02180361,45.3491038,0.4817
10000a,Romania,2019,241,26.02180361,45.3491038,0.5258
10000a,Romania,2019,257,26.02180361,45.3491038,0.4673
10000a,Romania,2019,273,26.02180361,45.3491038,0.461
10000a,Romania,2019,289,26.02180361,45.3491038,0.3779
10000a,Romania,2019,305,26.02180361,45.3491038,0.3151
10000a,Romania,2019,321,26.02180361,45.3491038,0.1257
10000a,Romania,2019,337,26.02180361,45.3491038,0.3356
10000a,Romania,2019,353,26.02180361,45.3491038,0.3229
10000a,Romania,2020,1,26.02180361,45.3491038,0.2284
10000a,Romania,2020,17,26.02180361,45.3491038,0.2263
10000a,Romania,2020,33,26.02180361,45.3491038,0.2081
10000a,Romania,2020,49,26.02180361,45.3491038,0.2099
10000a,Romania,2020,65,26.02180361,45.3491038,0.2373
10000a,Romania,2020,81,26.02180361,45.3491038,0.3656
10000a,Romania,2020,97,26.02180361,45.3491038,0.3092
10000a,Romania,2020,113,26.02180361,45.3491038,0.5783
10000a,Romania,2020,129,26.02180361,45.3491038,0.7039
10000a,Romania,2020,145,26.02180361,45.3491038,0.6907
10000a,Romania,2020,161,26.02180361,45.3491038,0.692
10000a,Romania,2020,177,26.02180361,45.3491038,0.7131
10000a,Romania,2020,193,26.02180361,45.3491038,0.6107
10000a,Romania,2020,209,26.02180361,45.3491038,0.6079
10000a,Romania,2020,225,26.02180361,45.3491038,0.3888
10000a,Romania,2020,241,26.02180361,45.3491038,0.5822
10000a,Romania,2020,257,26.02180361,45.3491038,0.4284
10000a,Romania,2020,273,26.02180361,45.3491038,0.3931
10000a,Romania,2020,289,26.02180361,45.3491038,0.3452
10000a,Romania,2020,305,26.02180361,45.3491038,0.2493
10000a,Romania,2020,321,26.02180361,45.3491038,0.2068
10000a,Romania,2020,337,26.02180361,45.3491038,0.4254
10000a,Romania,2020,353,26.02180361,45.3491038,0.3106
10000a,Romania,2021,1,26.02180361,45.3491038,0.0224
10000a,Romania,2021,17,26.02180361,45.3491038,0.11485
10000a,Romania,2021,33,26.02180361,45.3491038,0.2073
10000a,Romania,2021,49,26.02180361,45.3491038,0.2483
10000a,Romania,2021,65,26.02180361,45.3491038,0.2777
10000a,Romania,2021,81,26.02180361,45.3491038,0.2513
10000a,Romania,2021,97,26.02180361,45.3491038,0.2828
10000a,Romania,2021,113,26.02180361,45.3491038,0.4885
10000a,Romania,2021,129,26.02180361,45.3491038,0.7147
10000a,Romania,2021,145,26.02180361,45.3491038,0.6661
10000a,Romania,2021,161,26.02180361,45.3491038,0.7006
10000a,Romania,2021,177,26.02180361,45.3491038,0.7398
10000a,Romania,2021,193,26.02180361,45.3491038,0.7001
10000a,Romania,2021,209,26.02180361,45.3491038,0.604
10000a,Romania,2021,225,26.02180361,45.3491038,0.577
10000a,Romania,2021,241,26.02180361,45.3491038,0.4785
10000a,Romania,2021,257,26.02180361,45.3491038,0.4906
10000a,Romania,2021,273,26.02180361,45.3491038,0.4179
10000a,Romania,2021,289,26.02180361,45.3491038,0.3489
10000a,Romania,2021,305,26.02180361,45.3491038,0.3308
10000a,Romania,2021,321,26.02180361,45.3491038,0.27475
10000a,Romania,2021,337,26.02180361,45.3491038,0.2187
10000a,Romania,2021,353,26.02180361,45.3491038,0.3055
10000a,Romania,2022,1,26.02180361,45.3491038,0.1641
10000a,Romania,2022,17,26.02180361,45.3491038,0.1827
10000a,Romania,2022,33,26.02180361,45.3491038,0.197
10000a,Romania,2022,49,26.02180361,45.3491038,0.206
10000a,Romania,2022,65,26.02180361,45.3491038,0.2222
10000a,Romania,2022,81,26.02180361,45.3491038,0.2709
10000a,Romania,2022,97,26.02180361,45.3491038,0.3093
10000a,Romania,2022,113,26.02180361,45.3491038,0.3697
10000a,Romania,2022,129,26.02180361,45.3491038,0.6054
10000a,Romania,2022,145,26.02180361,45.3491038,0.6068
10000a,Romania,2022,161,26.02180361,45.3491038,0.5371
10000a,Romania,2022,177,26.02180361,45.3491038,0.668
10000a,Romania,2022,193,26.02180361,45.3491038,0.5986
10000a,Romania,2022,209,26.02180361,45.3491038,0.5868
10000a,Romania,2022,225,26.02180361,45.3491038,0.5899
10000a,Romania,2022,241,26.02180361,45.3491038,0.5228
10000a,Romania,2022,257,26.02180361,45.3491038,0.4722
10000a,Romania,2022,273,26.02180361,45.3491038,0.3871
10000a,Romania,2022,289,26.02180361,45.3491038,0.36965
10000a,Romania,2022,305,26.02180361,45.3491038,0.3522
10000a,Romania,2022,321,26.02180361,45.3491038,0.3046
10000a,Romania,2022,337,26.02180361,45.3491038,0.237
10000a,Romania,2022,353,26.02180361,45.3491038,0.3337
10000a,Romania,2023,1,26.02180361,45.3491038,0.1732
10000a,Romania,2023,17,26.02180361,45.3491038,0.1457
10000a,Romania,2023,33,26.02180361,45.3491038,0.1929
10000a,Romania,2023,49,26.02180361,45.3491038,0.2104
10000a,Romania,2023,65,26.02180361,45.3491038,0.3156
10000a,Romania,2023,81,26.02180361,45.3491038,0.257
